ndb_id,description,water (g),energy (kcal),protein (g),total fat (g),ash (g),carbohydrate (g),dietary fiber (g),sugar (g),calcium (mg),iron (mg),magnesium (mg),phosphorus (mg),potassium (mg),sodium (mg),zinc (mg),copper (mg),manganese (mg),selenium (μg),vitamin c (mg),thiamin (mg),riboflavin (mg),niacin (mg),pantothenic acid (mg),vitamin b6 (mg),total folate (μg),folic acid (μg),food folate (μg),dietary folate (μg),choline (mg),vitamin b12 (μg),vitamin a (iu),vitamin a (μg),retinol (μg),alpha-carotene (μg),beta-carotene (μg),beta-cryptoxanthin (μg),lycopene (μg),lutein + zeazanthin (μg),vitamin e (mg),vitamin d (μg),vitamin d (iu),vitamin k (μg),saturated fatty acid (g),monounsaturated fatty acids (g),polyunsaturated fatty acids (g),cholesterol (mg)
01019,"CHEESE,FETA",55.22,264,14.21,21.28,5.20,4.09,0.0,4.09,493,0.65,19,337,62,917,2.88,0.032,0.028,15.0,0.0,0.154,0.844,0.991,0.967,0.424,32,0,32,32,15.4,1.69,422,125,125,0,3,0,0,0,0.18,0.4,16,1.8,14.946,4.623,0.591,89
01036,"CHEESE,RICOTTA,WHOLE MILK",71.70,174,11.26,12.98,1.02,3.04,0.0,0.27,207,0.38,11,158,105,84,1.16,0.021,0.006,14.5,0.0,0.013,0.195,0.104,0.213,0.043,12,0,12,12,17.5,0.34,445,120,117,0,33,0,0,0,0.11,0.2,10,1.1,8.295,3.627,0.385,51
01037,"CHEESE,RICOTTA,PART SKIM MILK",74.41,138,11.39,7.91,1.15,5.14,0.0,0.31,272,0.44,15,183,125,99,1.34,0.034,0.010,16.7,0.0,0.021,0.185,0.078,0.242,0.020,13,0,13,13,16.3,0.29,384,107,105,0,20,0,0,0,0.07,0.1,6,0.7,4.927,2.314,0.260,31
01040,"CHEESE,SWISS",37.63,393,26.96,30.99,2.97,1.44,0.0,0.00,890,0.13,33,574,72,187,4.37,0.047,0.026,30.0,0.0,0.011,0.302,0.064,0.353,0.071,10,0,10,10,15.5,3.06,1047,288,283,1,61,2,1,8,0.60,0.0,0,1.4,18.227,8.046,1.341,93
01078,"MILK,PRODUCER,FLUID,3.7% MILKFAT",87.69,64,3.28,3.66,0.72,4.65,0.0,,119,0.05,13,93,151,49,0.38,0.010,0.004,2.0,1.5,0.038,0.161,0.084,0.313,0.042,5,0,5,5,,0.36,138,33,31,,,,,,,,,,2.278,1.057,0.136,14
01109,"MILK,SHEEP,FLUID",80.70,108,5.98,7.00,0.96,5.36,0.0,,193,0.10,18,158,137,44,0.54,0.046,0.018,1.7,4.2,0.065,0.355,0.417,0.407,0.060,7,0,7,7,,0.71,147,44,44,,,,,,,,,,4.603,1.724,0.308,27
01123,"EGG,WHL,RAW,FRSH",76.15,143,12.56,9.51,1.06,0.72,0.0,0.37,56,1.75,12,198,138,142,1.29,0.072,0.028,30.7,0.0,0.040,0.457,0.075,1.533,0.170,47,0,47,47,293.8,0.89,540,160,160,0,0,9,0,503,1.05,2.0,82,0.3,3.126,3.658,1.911,372
01125,"EGG,YOLK,RAW,FRSH",52.31,322,15.86,26.54,1.71,3.59,0.0,0.56,129,2.73,5,390,109,48,2.30,0.077,0.055,56.0,0.0,0.176,0.528,0.024,2.990,0.350,146,0,146,146,820.2,1.95,1442,381,371,38,88,33,0,1094,2.58,5.4,218,0.7,9.551,11.738,4.204,1085
01126,"EGG,YOLK,RAW,FRZ,PAST",56.44,296,15.53,25.60,1.62,0.81,0.0,0.16,134,4.55,11,420,121,67,3.17,0.000,0.078,56.4,0.0,0.223,0.563,0.031,3.437,0.412,151,0,151,151,639.3,1.90,1469,419,419,36,10,32,0,904,2.24,6.0,238,0.7,8.615,9.956,4.827,991
01129,"EGG,WHL,CKD,HARD-BOILED",74.62,155,12.58,10.61,1.08,1.12,0.0,1.12,50,1.19,10,172,126,124,1.05,0.013,0.026,30.8,0.0,0.066,0.513,0.064,1.398,0.121,44,0,44,44,293.8,1.11,520,149,148,0,11,10,0,353,1.03,2.2,87,0.3,3.267,4.077,1.414,373
01138,"EGG,DUCK,WHOLE,FRESH,RAW",70.83,185,12.81,13.77,1.14,1.45,0.0,0.93,64,3.85,17,220,222,146,1.41,0.062,0.038,36.4,0.0,0.156,0.404,0.200,1.862,0.250,80,0,80,80,263.4,5.40,674,194,192,0,14,12,0,459,1.34,1.7,69,0.4,3.681,6.525,1.223,884
01139,"EGG,GOOSE,WHOLE,FRESH,RAW",70.43,185,13.87,13.27,1.08,1.35,0.0,0.94,60,3.64,16,208,210,138,1.33,0.062,0.038,36.9,0.0,0.147,0.382,0.189,1.759,0.236,76,0,76,76,263.4,5.10,650,187,185,0,13,12,0,442,1.29,1.7,66,0.4,3.595,5.747,1.672,852
01140,"EGG,QUAIL,WHOLE,FRESH,RAW",74.35,158,13.05,11.09,1.10,0.41,0.0,0.40,64,3.65,13,226,132,141,1.47,0.062,0.038,32.0,0.0,0.130,0.790,0.150,1.761,0.150,66,0,66,66,263.4,1.58,543,156,155,0,11,10,0,369,1.08,1.4,55,0.3,3.557,4.324,1.324,844
01141,"EGG,TURKEY,WHL,FRSH,RAW",72.50,171,13.68,11.88,0.79,1.15,0.0,,99,4.10,13,170,142,151,1.58,0.062,0.038,34.3,0.0,0.110,0.470,0.024,1.889,0.131,71,0,71,71,,1.69,554,166,166,,,,,,,,,,3.632,4.571,1.658,933
01156,"CHEESE,GOAT,HARD TYPE",29.01,452,30.52,35.59,3.72,2.17,0.0,2.17,895,1.88,54,729,48,423,1.59,0.627,0.252,5.5,0.0,0.140,1.190,2.400,0.410,0.080,4,0,4,4,15.4,0.12,1745,486,478,0,91,0,0,0,0.31,0.7,26,3.0,24.609,8.117,0.845,105
01157,"CHEESE,GOAT,SEMISOFT TYPE",45.52,364,21.58,29.84,2.94,0.12,0.0,0.12,298,1.62,29,375,158,415,0.66,0.564,0.093,3.8,0.0,0.072,0.676,1.148,0.190,0.060,2,0,2,2,15.4,0.22,1464,407,401,0,77,0,0,0,0.26,0.5,22,2.5,20.639,6.808,0.709,79
01159,"CHEESE,GOAT,SOFT TYPE",60.75,264,18.52,21.08,1.58,0.00,0.0,0.00,140,1.90,16,256,26,459,0.92,0.732,0.100,2.8,0.0,0.070,0.380,0.430,0.680,0.250,12,0,12,12,15.4,0.19,1033,288,283,0,54,0,0,0,0.18,0.4,15,1.8,14.575,4.807,0.501,46
01169,"CHEESE,LOW-SODIUM,CHEDDAR OR COLBY",38.98,398,24.35,32.62,2.13,1.91,0.0,0.49,703,0.72,27,484,112,21,3.09,0.036,0.011,14.5,0.0,0.021,0.375,0.086,0.311,0.076,18,0,18,18,15.4,0.83,996,264,257,0,84,0,0,0,0.28,0.6,24,2.7,20.768,9.189,0.972,100
01171,"EGG,WHL,RAW,FRZ,PAST",75.81,147,12.33,9.95,0.91,1.01,0.0,0.25,62,1.74,9,193,135,128,1.32,0.053,0.032,37.2,0.0,0.067,0.523,0.103,1.570,0.188,87,0,87,87,268.3,1.00,570,171,171,0,0,9,0,471,0.72,2.6,105,0.3,3.382,3.905,1.892,372
01223,"PROTEIN SUPP,MILK BSD,MUSCLE MILK,PDR",15.00,411,45.71,17.14,3.65,18.50,7.1,5.71,500,8.57,200,643,1129,329,7.14,1.000,,33.8,30.0,0.714,0.857,10.000,5.714,1.000,200,200,0,340,81.6,3.00,2500,750,750,0,0,0,0,0,7.07,5.0,200,0.5,1.553,12.105,1.770,21
01224,"PROTEIN SUPP,MILK BSD,MUSCLE MILK LT,PDR",12.00,396,50.00,12.00,4.00,22.00,2.0,4.00,1200,12.00,280,700,840,250,10.00,1.400,,33.8,42.0,1.000,1.200,14.000,8.000,1.400,280,280,0,476,81.6,4.20,3500,1050,1050,0,0,0,0,0,9.45,7.0,280,0.5,1.087,8.474,1.239,10
01250,"NUTRITIONAL SUPP FOR PEOPLE W/ DIABETES,LIQ",79.74,88,4.40,3.08,0.90,11.88,2.2,2.64,110,1.98,44,110,176,92,1.65,0.220,0.097,7.7,26.4,0.165,0.187,2.201,1.100,0.220,44,44,0,75,60.5,0.66,550,165,165,0,0,0,0,0,1.46,1.1,44,8.8,0.232,2.318,0.395,2
01260,"CHEESE,CHEDDAR,RED FAT",44.29,309,27.35,20.41,3.89,4.06,0.0,0.26,761,0.12,27,520,63,628,4.44,0.043,0.031,35.8,0.0,0.021,0.397,0.145,0.389,0.084,20,0,20,20,15.4,1.41,522,145,142,0,28,1,0,4,0.48,0.3,13,1.5,12.602,5.304,0.893,76
02001,"ALLSPICE,GROUND",8.46,263,6.09,8.69,4.65,72.12,21.6,,661,7.06,135,113,1044,77,1.01,0.553,2.943,2.7,39.2,0.101,0.063,2.860,,0.210,36,0,36,36,,0.00,540,27,0,,,,,,,0.0,0,,2.550,0.660,2.360,0
02002,ANISE SEED,9.54,337,17.60,15.90,6.95,50.02,14.6,,646,36.96,170,440,1441,16,5.30,0.910,2.300,5.0,21.0,0.340,0.290,3.060,0.797,0.650,10,0,10,10,,0.00,311,16,0,,,,,,,0.0,0,,0.586,9.780,3.150,0
02003,"SPICES,BASIL,DRIED",10.35,233,22.98,4.07,14.85,47.75,37.7,1.71,2240,89.80,711,274,2630,76,7.10,2.100,9.800,3.0,0.8,0.080,1.200,4.900,0.838,1.340,310,0,310,310,54.9,0.00,744,37,0,113,378,24,393,1150,10.70,0.0,0,1714.5,2.157,1.238,0.498,0
02004,"SPICES,BAY LEAF",5.44,313,7.61,8.36,3.62,74.97,26.3,,834,43.00,120,113,529,23,3.70,0.416,8.167,2.8,46.5,0.009,0.421,2.005,,1.740,180,0,180,180,,0.00,6185,309,0,,,,,,,0.0,0,,2.280,1.640,2.290,0
02005,CARAWAY SEED,9.87,333,19.77,14.59,5.87,49.90,38.0,0.64,689,16.23,258,568,1351,17,5.50,0.910,1.300,12.1,21.0,0.383,0.379,3.606,,0.360,10,0,10,10,24.7,0.00,363,18,0,8,206,16,20,454,2.50,0.0,0,0.0,0.620,7.125,3.272,0
02006,"SPICES,CARDAMOM",8.28,311,10.76,6.70,5.78,68.47,28.0,,383,13.97,229,178,1119,18,7.47,0.383,28.000,,21.0,0.198,0.182,1.102,,0.230,,,,,,0.00,0,0,0,,,,,,,0.0,0,,0.680,0.870,0.430,0
02007,CELERY SEED,6.04,392,18.07,25.27,9.27,41.35,11.8,0.67,1767,44.90,440,547,1400,160,6.93,1.370,7.567,12.1,17.1,0.340,0.290,3.060,,0.890,10,0,10,10,24.7,0.00,52,3,0,0,31,0,0,0,1.07,0.0,0,0.0,2.190,15.930,3.720,0
02008,"CHERVIL,DRIED",7.20,237,23.20,3.90,16.60,49.10,11.3,,1346,31.95,130,450,4740,83,8.80,0.440,2.100,29.3,50.0,0.380,0.680,5.400,,0.930,274,0,274,274,,0.00,5850,293,0,,,,,,,0.0,0,,0.169,1.399,1.800,0
02009,CHILI POWDER,10.75,282,13.46,14.28,11.81,49.70,34.8,7.19,330,17.30,149,300,1950,2867,4.30,1.000,1.700,20.4,0.7,0.250,0.940,11.600,0.888,2.094,28,0,28,28,66.5,0.00,29650,1483,0,2090,15000,3490,21,310,38.14,0.0,0,105.7,2.462,3.211,8.006,0
02010,"CINNAMON,GROUND",10.58,247,3.99,1.24,3.60,80.59,53.1,2.17,1002,8.32,60,64,431,10,1.83,0.339,17.466,3.1,3.8,0.022,0.041,1.332,0.358,0.158,6,0,6,6,11.0,0.00,295,15,0,1,112,129,15,222,2.32,0.0,0,31.2,0.345,0.246,0.068,0
02011,"CLOVES,GROUND",9.87,274,5.97,13.00,5.63,65.53,33.9,2.38,632,11.83,259,104,1020,277,2.32,0.368,60.127,7.2,0.2,0.158,0.220,1.560,0.509,0.391,25,0,25,25,37.4,0.00,160,8,0,0,45,103,0,0,8.82,0.0,0,141.8,3.952,1.393,3.606,0
02012,"CORIANDER LEAF,DRIED",7.30,279,21.93,4.78,14.08,52.10,10.4,7.27,1246,42.46,694,481,4466,211,4.72,1.786,6.355,29.3,566.7,1.252,1.500,10.707,,0.610,274,0,274,274,97.1,0.00,5850,293,0,31,3407,175,0,2428,1.03,0.0,0,1359.5,0.115,2.232,0.328,0
02013,CORIANDER SEED,8.86,298,12.37,17.77,6.02,54.99,41.9,,709,16.32,330,409,1267,35,4.70,0.975,1.900,26.2,21.0,0.239,0.290,2.130,,,0,0,0,0,,0.00,0,0,0,,,,,,,0.0,0,,0.990,13.580,1.750,0
02014,CUMIN SEED,8.06,375,17.81,22.27,7.62,44.24,10.5,2.25,931,66.36,366,499,1788,168,4.80,0.867,3.333,5.2,7.7,0.628,0.327,4.579,,0.435,10,0,10,10,24.7,0.00,1270,64,0,0,762,0,0,448,3.33,0.0,0,5.4,1.535,14.040,3.279,0
02015,CURRY POWDER,8.80,325,14.29,14.01,7.07,55.83,53.2,2.76,525,19.10,255,367,1170,52,4.70,1.200,8.300,40.3,0.7,0.176,0.200,3.260,1.070,0.105,56,0,56,56,64.2,0.00,19,1,0,0,11,0,0,0,25.24,0.0,0,99.8,1.648,8.782,3.056,0
02016,DILL SEED,7.70,305,15.98,14.54,6.62,55.17,21.1,,1516,16.33,256,277,1186,20,5.20,0.780,1.833,12.1,21.0,0.418,0.284,2.807,,0.250,10,0,10,10,,0.00,53,3,0,,,,,,,0.0,0,,0.730,9.410,1.010,0
02017,"DILL WEED,DRIED",7.30,253,19.96,4.36,12.56,55.82,13.6,,1784,48.78,451,543,3308,208,3.30,0.490,3.950,,50.0,0.418,0.284,2.807,,1.710,,,,,,0.00,5850,293,0,,,,,,,0.0,0,,0.234,,,0
02018,FENNEL SEED,8.81,345,15.80,14.87,8.22,52.29,39.8,,1196,18.54,385,487,1694,88,3.70,1.067,6.533,,21.0,0.408,0.353,6.050,,0.470,,,,,,0.00,135,7,0,,,,,,,0.0,0,,0.480,9.910,1.690,0
02019,FENUGREEK SEED,8.84,323,23.00,6.41,3.40,58.35,24.6,,176,33.53,191,296,770,67,2.50,1.110,1.228,6.3,3.0,0.322,0.366,1.640,,0.600,57,0,57,57,,0.00,60,3,0,,,,,,,0.0,0,,1.460,,,0
02020,GARLIC POWDER,6.45,331,16.55,0.73,3.54,72.73,9.0,2.43,79,5.65,77,414,1193,60,2.99,0.533,0.979,23.9,1.2,0.435,0.141,0.796,0.743,1.654,47,0,47,47,67.5,0.00,0,0,0,0,0,0,0,0,0.67,0.0,0,0.4,0.249,0.115,0.178,0
02021,"GINGER,GROUND",9.94,335,8.98,4.24,5.22,71.62,14.1,3.39,114,19.80,214,168,1320,27,3.64,0.480,33.300,55.8,0.7,0.046,0.170,9.620,0.477,0.626,13,0,13,13,41.2,0.00,30,2,0,0,18,0,0,0,0.00,0.0,0,0.8,2.599,0.479,0.929,0
02023,"MARJORAM,DRIED",7.64,271,12.66,7.04,12.10,60.56,40.3,4.09,1990,82.71,346,306,1522,77,3.60,1.133,5.433,4.5,51.4,0.289,0.316,4.120,,1.190,274,0,274,274,43.6,0.00,8068,403,0,0,4806,70,0,1895,1.69,0.0,0,621.7,0.529,0.940,4.405,0
02027,"SPICES,OREGANO,DRIED",9.93,265,9.00,4.28,7.87,68.92,42.5,4.09,1597,36.80,270,148,1260,25,2.69,0.633,4.990,4.5,2.3,0.177,0.528,4.640,0.921,1.044,237,0,237,237,32.3,0.00,1701,85,0,20,1007,7,0,1895,18.26,0.0,0,621.7,1.551,0.716,1.369,0
02028,PAPRIKA,11.24,282,14.14,12.89,7.74,53.99,34.9,10.34,229,21.14,178,314,2280,68,4.33,0.713,1.590,6.3,0.9,0.330,1.230,10.060,2.510,2.141,49,0,49,49,51.5,0.00,49254,2463,0,595,26162,6186,0,18944,29.10,0.0,0,80.3,2.140,1.695,7.766,0
02029,"PARSLEY,DRIED",5.89,292,26.63,5.48,11.36,50.64,26.7,7.27,1140,22.04,400,436,2683,452,5.44,0.780,9.810,14.1,125.0,0.196,2.383,9.943,1.062,0.900,180,0,180,180,97.1,0.00,1939,97,0,17,1152,4,0,2428,8.96,0.0,0,1359.5,1.378,0.761,3.124,0
02030,"PEPPER,BLACK",12.46,251,10.39,3.26,4.49,63.95,25.3,0.64,443,9.71,171,158,1329,20,1.19,1.330,12.753,4.9,0.0,0.108,0.180,1.143,1.399,0.291,17,0,17,17,11.3,0.00,547,27,0,12,310,25,20,454,1.04,0.0,0,163.7,1.392,0.739,0.998,0
02031,"PEPPER,RED OR CAYENNE",8.05,318,12.01,17.27,6.04,56.63,27.2,10.34,148,7.80,152,293,2014,30,2.48,0.373,2.000,8.8,76.4,0.328,0.919,8.701,,2.450,106,0,106,106,51.5,0.00,41610,2081,0,0,21840,6252,0,13157,29.83,0.0,0,80.3,3.260,2.750,8.370,0
02032,"PEPPER,WHITE",11.42,296,10.40,2.12,1.59,68.61,26.2,,265,14.31,90,176,73,5,1.13,0.910,4.300,3.1,21.0,0.022,0.126,0.212,,0.100,10,0,10,10,,0.00,0,0,0,,,,,,,0.0,0,,0.626,0.789,0.616,0
02033,POPPY SEED,5.95,525,17.99,41.56,6.37,28.13,19.5,2.99,1438,9.76,347,870,719,26,7.90,1.627,6.707,13.5,1.0,0.854,0.100,0.896,0.324,0.247,82,0,82,82,8.8,0.00,0,0,0,0,0,0,0,0,1.77,0.0,0,0.0,4.517,5.982,28.569,0
02034,POULTRY SEASONING,9.31,307,9.59,7.53,5.92,65.59,11.3,1.80,996,35.30,224,171,684,27,3.14,0.843,6.857,7.2,12.0,0.264,0.191,2.970,,1.320,138,0,138,138,30.3,0.00,2632,132,0,0,1568,23,7,1107,1.32,0.0,0,805.4,3.290,1.206,1.936,0
02036,"ROSEMARY,DRIED",9.31,331,4.88,15.22,6.53,64.06,42.6,,1280,29.25,220,70,955,50,3.23,0.550,1.867,4.6,61.2,0.514,0.428,1.000,,1.740,307,0,307,307,,0.00,3128,156,0,,,,,,,0.0,0,,7.371,3.014,2.339,0
02037,SAFFRON,11.90,310,11.43,5.85,5.45,65.37,3.9,,111,11.10,264,252,1724,148,1.09,0.328,28.408,5.6,80.8,0.115,0.267,1.460,,1.010,93,0,93,93,,0.00,530,27,0,,,,,,,0.0,0,,1.586,0.429,2.067,0
02038,"SAGE,GROUND",7.96,315,10.63,12.75,7.95,60.73,40.3,1.71,1652,28.12,428,91,1070,11,4.70,0.757,3.133,3.7,32.4,0.754,0.336,5.720,,2.690,274,0,274,274,43.6,0.00,5900,295,0,0,3485,109,0,1895,7.48,0.0,0,1714.5,7.030,1.870,1.760,0
02039,"SAVORY,GROUND",9.00,272,6.73,5.91,9.63,68.73,45.7,,2132,37.88,377,140,1051,24,4.30,0.847,6.100,4.6,50.0,0.366,,4.080,,1.810,,,,,,0.00,5130,257,0,,,,,,,0.0,0,,3.260,,,0
02041,"SPICES,TARRAGON,DRIED",7.74,295,22.77,7.24,12.03,50.22,7.4,,1139,32.30,347,313,3020,62,3.90,0.677,7.967,4.4,50.0,0.251,1.339,8.950,,2.410,274,0,274,274,,0.00,4200,210,0,,,,,,,0.0,0,,1.881,0.474,3.698,0
02042,"SPICES,THYME,DRIED",7.79,276,9.11,7.43,11.74,63.94,37.0,1.71,1890,123.60,220,201,814,55,6.18,0.860,7.867,4.6,50.0,0.513,0.399,4.940,,0.550,274,0,274,274,43.6,0.00,3800,190,0,0,2264,33,0,1895,7.48,0.0,0,1714.5,2.730,0.470,1.190,0
02043,"TURMERIC,GROUND",12.85,312,9.68,3.25,7.08,67.14,22.7,3.21,168,55.00,208,299,2080,27,4.50,1.300,19.800,6.2,0.7,0.058,0.150,1.350,0.542,0.107,20,0,20,20,49.2,0.00,0,0,0,0,0,0,0,0,4.43,0.0,0,13.4,1.838,0.449,0.756,0
02044,"BASIL,FRESH",92.06,23,3.15,0.64,1.49,2.65,1.6,0.30,177,3.17,64,56,295,4,0.81,0.385,1.148,0.3,18.0,0.034,0.076,0.902,0.209,0.155,68,0,68,68,11.4,0.00,5275,264,0,0,3142,46,0,5650,0.80,0.0,0,414.8,0.041,0.088,0.389,0
02045,"DILL WEED,FRSH",85.95,43,3.46,1.12,2.45,7.02,2.1,,208,6.59,55,66,738,61,0.91,0.146,1.264,,85.0,0.058,0.296,1.570,0.397,0.185,150,0,150,150,,0.00,7718,386,0,,,,,,,0.0,0,,0.060,0.802,0.095,0
02049,"THYME,FRSH",65.11,101,5.56,1.68,3.20,24.45,14.0,,405,17.45,160,106,609,9,1.81,0.555,1.719,,160.1,0.048,0.471,1.824,0.409,0.348,45,0,45,45,,0.00,4751,238,0,,2851,,,,,0.0,0,,0.467,0.081,0.532,0
02063,"ROSEMARY,FRESH",67.77,131,3.31,5.86,2.35,20.70,14.1,,317,6.65,91,66,668,26,0.93,0.301,0.960,,21.8,0.036,0.152,0.912,0.804,0.336,109,0,109,109,,0.00,2924,146,0,,,,,,,0.0,0,,2.838,1.160,0.901,0
02064,"PEPPERMINT,FRESH",78.65,70,3.75,0.94,1.76,14.89,8.0,,243,5.08,80,73,569,31,1.11,0.329,1.176,,31.8,0.082,0.266,1.706,0.338,0.129,114,0,114,114,,0.00,4248,212,0,,,,,,,0.0,0,,0.246,0.033,0.508,0
02065,"SPEARMINT,FRESH",85.55,44,3.29,0.73,2.03,8.41,6.8,,199,11.87,63,60,458,30,1.09,0.240,1.118,,13.3,0.078,0.175,0.948,0.250,0.158,105,0,105,105,,0.00,4054,203,0,,,,,,,0.0,0,,0.191,0.025,0.394,0
02066,"SPEARMINT,DRIED",11.30,285,19.93,6.03,10.70,52.04,29.8,,1488,87.47,602,276,1924,344,2.41,1.542,11.482,,0.0,0.288,1.421,6.561,1.399,2.579,530,0,530,530,,0.00,10579,529,0,,,,,,,0.0,0,,1.577,0.210,3.257,0
04038,"OIL,WHEAT GERM",0.00,884,0.00,100.00,0.00,0.00,0.0,0.00,0,0.00,0,0,0,0,0.00,0.000,,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,20.0,0.00,0,0,0,0,0,0,0,0,149.40,0.0,0,24.7,18.800,15.100,61.700,0
04047,"OIL,COCNT",0.03,892,0.00,99.06,0.03,0.00,0.0,0.00,1,0.05,0,0,0,0,0.02,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.3,0.00,0,0,0,0,0,0,0,0,0.11,0.0,0,0.6,82.475,6.332,1.702,0
04053,"OIL,OLIVE,SALAD OR COOKING",0.00,884,0.00,100.00,0.00,0.00,0.0,0.00,1,0.56,0,0,1,2,0.00,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.3,0.00,0,0,0,0,0,0,0,0,14.35,0.0,0,60.2,13.808,72.961,10.523,0
04501,"OIL,COCOA BUTTER",0.00,884,0.00,100.00,0.00,0.00,0.0,0.00,0,0.00,0,0,0,0,0.00,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.3,0.00,0,0,0,0,0,0,0,0,1.80,,,24.7,59.700,32.900,3.000,0
04514,"OIL,POPPYSEED",0.00,884,0.00,100.00,0.00,0.00,0.0,0.00,0,0.00,0,0,0,0,0.00,,,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,,0.00,0,0,0,0,0,0,0,0,11.40,,,,13.500,19.700,62.400,0
04528,"OIL,WALNUT",0.00,884,0.00,100.00,0.00,0.00,0.0,0.00,0,0.00,0,0,0,0,0.00,0.000,,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.4,0.00,0,0,0,0,0,0,0,0,0.40,0.0,0,15.0,9.100,22.800,63.300,0
04532,"OIL,HAZELNUT",0.00,884,0.00,100.00,0.00,0.00,0.0,0.00,0,0.00,0,0,0,0,0.00,,,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,,0.00,0,0,0,0,0,0,0,0,47.20,,,,7.400,78.000,10.200,0
04536,"OIL,SHEANUT",0.00,884,0.00,100.00,0.00,0.00,0.0,0.00,0,0.00,0,0,0,0,0.00,,,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,,0.00,0,0,0,0,0,0,0,0,0.00,,,,46.600,44.000,5.200,0
04572,"OIL,NUTMEG BUTTER",0.00,884,0.00,100.00,0.00,0.00,0.0,0.00,0,0.00,0,0,0,0,0.00,,,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,,0.00,0,0,0,0,0,0,0,0,0.20,,,,90.000,4.800,0.000,0
04581,"OIL,AVOCADO",0.00,884,0.00,100.00,0.00,0.00,0.0,,0,0.00,0,0,0,0,0.00,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,,0.00,0,0,0,,,,,,,,,,11.560,70.554,13.486,
04589,"FISH OIL,COD LIVER",0.00,902,0.00,100.00,0.00,0.00,0.0,,0,0.00,0,0,0,0,0.00,0.000,0.000,0.0,0.0,,0.000,0.000,0.000,0.000,0,0,0,0,,0.00,100000,30000,30000,,,,,,,250.0,10000,,22.608,46.711,22.541,570
04707,"OIL,FLAXSEED,CONTAINS ADDED SLICED FLAXSEED",0.16,878,0.37,99.01,0.07,0.39,,,9,0.34,15,27,31,6,0.31,0.067,0.141,,,,,,,,,,,,,,,,,,,,,,0.71,,,3.3,9.047,20.634,64.876,0
05020,"CHICKEN,BROILERS OR FRYERS,GIBLETS,RAW",74.87,124,17.88,4.47,0.99,1.80,0.0,,10,5.86,18,197,228,77,3.32,0.243,0.149,55.2,16.2,0.088,0.987,6.662,3.208,0.420,345,0,345,345,,11.41,8847,2657,2657,,,,,,,,,,1.360,1.120,1.090,262
05021,"CHICKEN,BROILERS OR FRYERS,GIBLETS,CKD,FRIED",47.89,277,32.54,13.46,1.77,4.35,0.0,,18,10.32,25,286,330,113,6.27,0.422,0.222,104.2,8.7,0.097,1.524,10.987,4.453,0.610,379,0,379,379,,13.31,11929,3582,3582,,,,,,,,,,3.800,4.420,3.380,446
05022,"CHICKEN,BROILERS OR FRYERS,GIBLETS,CKD,SIMMRD",67.72,157,27.15,4.50,1.12,0.00,0.0,0.00,14,7.04,14,289,224,67,4.23,0.331,0.199,59.6,12.5,0.143,1.052,6.625,3.274,0.397,257,0,257,257,178.1,9.44,5869,1753,1751,5,13,5,12,37,0.46,0.0,0,0.0,1.322,0.962,0.812,442
05026,"CHICKEN,HEART,ALL CLASSES,CKD,SIMMRD",64.85,185,26.41,7.92,0.72,0.10,0.0,,19,9.03,20,199,132,48,7.30,0.502,0.107,8.0,1.8,0.070,0.741,2.803,2.654,0.320,80,0,80,80,,7.29,28,8,8,,,,,,,,,,2.260,2.010,2.300,242
05027,"CHICKEN,LIVER,ALL CLASSES,RAW",76.46,119,16.92,4.83,1.06,0.73,0.0,0.00,8,8.99,19,297,230,71,2.67,0.492,0.255,54.6,17.9,0.305,1.778,9.728,6.233,0.853,588,0,588,588,194.4,16.58,11078,3296,3290,11,56,11,40,0,0.70,0.0,0,0.0,1.563,1.249,1.306,345
05028,"CHICKEN,LIVER,ALL CLASSES,CKD,SIMMRD",66.81,167,24.46,6.51,1.36,0.87,0.0,0.00,11,11.63,25,405,263,76,3.98,0.496,0.359,82.4,27.9,0.291,1.993,11.045,6.668,0.755,578,0,578,578,290.0,16.85,13328,3981,3978,11,30,11,21,83,0.82,0.0,0,0.0,2.060,1.416,1.988,563
05111,"CANADA GOOSE,BREAST MEAT,SKINLESS,RAW",70.78,133,24.31,4.02,1.41,0.00,0.0,0.00,4,5.91,29,256,336,50,1.68,0.443,0.050,,0.0,0.284,1.523,6.560,,1.077,,,,,,4.10,38,11,11,0,0,0,0,0,0.57,,,,0.609,0.817,0.347,80
